locator,scanner_source,scanner_type,scanner_id,last_seen,status,CVE,CVE-title,CVSS,CVSS-Text,CVSS-temporal,CVSS-vector-string,device-id,device-name,device-ip,device-mac,device-custom-name,device-tags,OS,OS-Version,CVE-description,CVE-solution,finding_id,finding_scanner_type,finding_created,finding_severity,risk_score,risk_score_best_achievable
10.4.0.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-29963,28/03/2025,open,CVE-2022-29963,Use of Hard-coded Credentials Vulnerability in Emerson DeltaV Distributed Control System,5.5,Medium,None,None,94172c7a-35b7-45ea-8789-c7b1080a2f4b,Dell 10.4.0.6,10.4.0.6,['84:8f:69:e1:a7:9b'],None,"Time Server,DeltaV,DNS Server,Read Var,Windows,Wireless IO Module",['Windows Vista or Windows Server 2008'],None,The affected product is vulnerable to hard-coded credential use within the read-only Telnet service.,Emerson has mitigated CVE-2022-29963 in all currently supported versions of DeltaV,94172c7a-35b7-45ea-8789-c7b1080a2f4b_CVE-2022-29963_28/03/2025,CyberVision,28/03/2025,Medium,60,None
10.4.0.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-26264,28/03/2025,open,CVE-2021-26264,Missing Authentication for Critical Function in DeltaV Distributed Control System Controllers and Workstations,5.5,Medium,None,None,94172c7a-35b7-45ea-8789-c7b1080a2f4b,Dell 10.4.0.6,10.4.0.6,['84:8f:69:e1:a7:9b'],None,"Time Server,DeltaV,DNS Server,Read Var,Windows,Wireless IO Module",['Windows Vista or Windows Server 2008'],None,A specially crafted script could cause a controller to restart and cause a denial-of-service condition.,"Emerson recommends users apply the vendor patch to the following affected products: DeltaV DCS Versions 13.3.1, 14.LTS, 14.FP1, 14.FP2, and R6
Software patches are available to users with access to the Guardian Support Portal (login required). Please refer to the Knowledge Base Article NK-2100-0497 (DSN21008) on the Guardian Support Portal for more information.",94172c7a-35b7-45ea-8789-c7b1080a2f4b_CVE-2021-26264_28/03/2025,CyberVision,28/03/2025,Medium,60,None
10.4.0.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2014-2349,28/03/2025,open,CVE-2014-2349,Emerson DeltaV Vulnerabilities,4.6,Medium,None,None,94172c7a-35b7-45ea-8789-c7b1080a2f4b,Dell 10.4.0.6,10.4.0.6,['84:8f:69:e1:a7:9b'],None,"Time Server,DeltaV,DNS Server,Read Var,Windows,Wireless IO Module",['Windows Vista or Windows Server 2008'],None,"Emerson DeltaV 10.3.1, 11.3, 11.3.1, and 12.3 allows local users to modify or read configuration files by leveraging engineering-level privileges.","Emerson has created a patch to mitigate these vulnerabilities. Emerson has distributed a notification (KBA NK-1400-0031) that provides details of the vulnerabilities, recommended mitigations, and instructions on obtaining and installing the patch. This document is available on Emerson’s support site to users who have support contracts with Emerson. If you do not have access to this site and need to apply the patch, please contact customer service at 1‑800‑833‑8314.",94172c7a-35b7-45ea-8789-c7b1080a2f4b_CVE-2014-2349_28/03/2025,CyberVision,28/03/2025,Medium,60,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2020-15782,28/03/2025,open,CVE-2020-15782,Improper Restriction of Operations within the Bounds of a Memory Buffer in Siemens SIMATIC S7-1200 and S7-1500 CPU Families,9.8,Critical,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,Affected devices are vulnerable to a memory protection bypass through a specific operation. A remote unauthenticated attacker with network access to port 102/tcp could potentially write arbitrarydata and code to protected memory areas or read sensitive data to launch further attacks.,"Firmware updates are available for multiple products, including SIMATIC Drive Controller family, SIMATIC S7-1200 CPU family and SIMATIC S7-1500 CPU family. 

Siemens has identified the following specific workarounds and mitigations and strongly recommends that customers apply them to reduce the risk:
•  Apply password protection for S7 communication
• Disallow client connections via the ENDIS_PW instruction of the S7-1200 or S7-1500 CPU (This blocks remote client connections, even when the client can provide the correct password)
• Use the display to configure additional access protection of the S7-1500 CPU (This blocks remote client connections, even when the client can provide the correct password)
• Apply “defense in depth” as outlined on pages 12ff of the operational guidelines for Industrial Security, especially:
    –Plant security: Physical prevention of access to critical components
    –Network security: Ensure that PLC systems are not connected to untrusted networks
    –System integrity: Configure, maintain and protect your device by applying applicable compensating controls and using built-in security capabilities.
• Update your entire solution to TIA Portal V17 and use TLS communication using individual certificates between PLC, HMIs and PG/PC",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2020-15782_28/03/2025,CyberVision,28/03/2025,Critical,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2014-2250,28/03/2025,open,CVE-2014-2250,Vulnerabilities in SIMATIC S7-1200 CPU 3,8.3,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,The latest product release of the SIMATIC S7-1200 CPU fixes several vulnerabilities. The most severe of these vulnerabilities could allow an attacker to take over an authenticated web session if the session token can be predicted. The attacker must have network access to the device to exploit this vulnerability. Further vulnerabilities resolved in this product release are discussed below.,Siemens provides the SIMATIC S7-1200 CPU product release V4.0 which fixes these vulnerabilities. As a general security measure Siemens strongly recommends to protect network access to S7-1200 CPUs with appropriate mechanisms. It is advised to follow recommended security practices and to configure the environment according to operational guidelines in order to run the devices in a protected IT environment.,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2014-2250_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-38465,28/03/2025,open,CVE-2022-38465,Weak Key Protection Vulnerability in Siemens SIMATIC S7-1200 and S7-1500 CPU Families,7.8,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"SIMATIC S7-1200, S7-1500 CPUs and related products protect the built-in global private key in a way that cannot be considered sufficient any longer. The key is used for the legacy protection of confidential configuration data and the legacy PG/PC and HMI communication.

This could allow attackers to discover the private key of a CPU product family by an offline attack against a single CPU of the family. Attackers could then use this knowledge to extract confidential configuration data from projects that are protected by that key or to perform attacks against legacy PG/PC and HMI communication.","SIMATIC Drive Controller family: update to V2.9.2
SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (incl. SIPLUS variants): update to V21.9
SIMATIC S7-1200 CPU family (incl. SIPLUS variants): update to V4.5.0
SIMATIC S7-1500 CPU family (incl. SIPLUS variants): update to V2.9.2",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2022-38465_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2018-13815,28/03/2025,open,CVE-2018-13815,Siemens SIMATIC S7 Resource Exhaustion Vulnerability,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,Successful exploitation of this vulnerability could result in a denial-of-service condition that could result in a loss of availability of the affected device.,"Siemens recommends users of SIMATIC S7-1500 update to Version 2.6, which can be downloaded at the following location: 
https://support.industry.siemens.com/cs/de/en/view/109478459

Siemens has identified the following specific workarounds and mitigations users can apply to reduce the risk: 
    (i) Protect network access to Port 102/TCP of affected devices
    (ii) Apply cell-protection concept
    (iii) Apply defense-in-depth",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2018-13815_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2019-10943,28/03/2025,open,CVE-2019-10943,Vulnerabilities in SIMATIC-1200 and SIMATIC S7-1500 CPU families,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"A vulnerability has been identified in SIMATIC ET 200SP Open Controller CPU 1515SP PC (All versions), SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (All versions), SIMATIC S7-1200 CPU family (All versions >= V4.0), SIMATIC S7-1500 CPU family (All versions), SIMATIC S7-1500 Software Controller (All versions), SIMATIC S7-PLCSIM Advanced (All versions). An attacker with network access to port 102/tcp could potentially modify the user program on the PLC in a way that the running code is different from the source code which is stored on the device. An attacker must have network access to affected devices and must be able to perform changes to the user program. The vulnerability could impact the perceived integrity of the user program stored on the CPU. An engineer that tries to obtain the code of the user program running on the device, can receive different source code that is not actually running on the device. No public exploitation of the vulnerability was known at the time of advisory publication.","Siemens has identified the following specific workarounds and mitigations that customers can apply to reduce the risk:

•All affected devices contain a feature called “Access Protection” which prohibits unauthorized modifications of user code.  Siemens recommends using access protection to protect affected devices from unauthorized modifications",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2019-10943_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2020-28400,28/03/2025,open,CVE-2020-28400,Allocation of Resources Without Limits or Throttling in Siemens  PROFINET Devices,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,Successful exploitation of this vulnerability could allow an attacker to perform a denial-of-service attack if a large amount of PROFINET Discovery and Configuration Protocol (DCP) reset packets is sent to the affected devices.,Siemens has provided remediations for the a number of affected products. Please consult the associated advisory for more information.,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2020-28400_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-37205,28/03/2025,open,CVE-2021-37205,Denial of Service Vulnerabilities in Siemens SIMATIC Devices,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,An unauthenticated attacker could cause a denial-of-service condition in a PLC when sending specially prepared packets over port 102/tcp. A restart of the affected device is needed to restore normal operations.,"Siemens has not identified any additional specific workarounds or mitigations. Please follow the ""General Security Recommendations"" in the linked advisory.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-37205_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-37204,28/03/2025,open,CVE-2021-37204,Denial of Service Vulnerabilities in Siemens SIMATIC Devices,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,An unauthenticated attacker could cause a denial-of-service condition in a PLC when sending specially prepared packet over port 102/tcp. A restart of the affected device is needed to restore normal operations.,"Siemens has not identified any additional specific workarounds or mitigations. Please follow the ""General Security Recommendations"" in the linked advisory.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-37204_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2019-10936,28/03/2025,open,CVE-2019-10936,Denial-of-Service Vulnerability in Profinet Devices,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,A vulnerability in affected devices could allow an attacker to perform a denial-of-service attack if a large amount of specially crafted UDP packets are sent to the device.,"Siemens has released updates for several affected products, and recommends that customers update to the new version.

Siemens has identified the following specific workarounds and mitigations that customers can apply to reduce the risk:

•  Restrict network access to affected devices.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2019-10936_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-37185,28/03/2025,open,CVE-2021-37185,Denial of Service Vulnerabilities in Siemens SIMATIC Devices,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,An unauthenticated attacker could cause a denial-of-service condition in a PLC when sending specially prepared packets over port 102/tcp. A restart of the affected device is needed to restore normal operations.,"Siemens has not identified any additional specific workarounds or mitigations. Please follow the ""General Security Recommendations"" in the linked advisory.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-37185_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-40365,28/03/2025,open,CVE-2021-40365,Improper Input Validation Vulnerability in Siemens industrial products,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"Affected devices don’t process correctly certain special crafted packets sent to port 102/tcp, which could allow an attacker to cause a denial-of-service in the device.",Please refer to the associated Siemens advisory for specific measures for your device,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-40365_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-12741,28/03/2025,open,CVE-2017-12741,Multiple Siemens Products CVE-2017-12741 Denial of Service Vulnerability,7.5,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,Several industrial products are affected by a vulnerability that could allow remote attackers to conduct a Denial-of-Service (DoS) attack.,"Siemens has released updates for several affected products, and recommends that customers update to the new version. Siemens is preparing further updates and recommends specific countermeasures until patches are available.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2017-12741_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2023-0286,28/03/2025,open,CVE-2023-0286,Access of Resource Using Incompatible Type ('Type Confusion') Vulnerability in Hitachi Energy's RTU500 Series Product,7.4,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"Successful exploitation of these vulnerabilities could allow an attacker to crash the device being accessed or cause a denial-of-service condition. There is a type-confusion vulnerability affecting X.400 address processing within an X.509 GeneralName. This vulnerability could allow an attacker to pass arbitrary pointers to a memcmp call, enabling access to read memory contents or cause a denial-of-service condition.X.400 addresses parsed as an ASN1_STRING while the public structure definition for GENERAL_NAME incorrectly specifies the x400Address field type as ASN1_TYPE.","RTU500 series CMU Firmware version 12.0.1 - 12.0.14: Update to CMU Firmware version 12.0.15* (Planned Update)
RTU500 series CMU Firmware version 12.2.1 - 12.2.11: Update to CMU Firmware version 12.2.12* (Planned Update)
RTU500 series CMU Firmware version 12.4.1 - 12.4.11: Update to CMU Firmware version 12.4.12* (Planned Update)
RTU500 series CMU Firmware version 12.6.1 - 12.6.8: Update to CMU Firmware version 12.6.9
RTU500 series CMU Firmware version 12.7.1 - 12.7.5: Update to CMU Firmware version 12.7.6
RTU500 series CMU Firmware version 13.2.1 - 13.2.5: Update to CMU Firmware version 13.2.6
RTU500 series CMU Firmware version 13.3.1 - 13.3.3: Update to CMU Firmware version 13.3.4* (Planned Update)
RTU500 series CMU Firmware version 13.4.1: Update to CMU Firmware version 13.4.2
Until the updates are made available, Hitachi Energy recommends the following general mitigation factors/workarounds for the products with RTU500 series CMU Firmware versions 12.0.1 � 12.0.15, 12.2.1 � 12.2.12, 12.4.1 � 12.4.12, 12.6.1 � 12.6.9, 12.7.1 � 12.7.6, 13.2.1 � 13.2.6, 13.3.1 � 13.3.3, 13.4.2 to address the vulnerabilities CVE-2023-0286 and CVE-2022-4304:
",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2023-0286_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-3712,28/03/2025,open,CVE-2021-3712,OpenSSL - Read buffer overruns processing ASN.1 strings Vulnerability,7.4,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings which are repesented as a buffer for the string data which is terminated with a NUL (0) byte. Although not a strict requirement, ASN.1 strings that are parsed using OpenSSL's own ""d2i"" functions (and other similar parsing functions) as well as any string whose value has been set with the ASN1_STRING_set() function will additionally NUL terminate the byte array in the ASN1_STRING structure. However, it is possible for applications to directly construct valid ASN1_STRING structures which do not NUL terminate the byte array by directly setting the ""data"" and ""length"" fields in the ASN1_STRING array. This can also happen by using the ASN1_STRING_set0() function. Numerous OpenSSL functions that print ASN.1 data have been found to assume that the ASN1_STRING byte array will be NUL terminated, even though this is not guaranteed for strings that have been directly constructed. Where an application requests an ASN.1 structure to be printed, and where that ASN.1 structure contains ASN1_STRINGs that have been directly constructed by the application without NUL terminating the ""data"" field, then a read buffer overrun can occur. The same thing can also occur during name constraints processing of certificates (for example if a certificate has been directly constructed by the application instead of loading it via the OpenSSL parsing functions, and the certificate contains non NUL terminated ASN1_STRING structures). It can also occur in the X509_get1_email(), X509_REQ_get1_email() and X509_get1_ocsp() functions. If a malicious actor can cause an application to directly construct an ASN1_STRING and then process it through one of the affected OpenSSL functions then this issue could be hit. This might result in a crash (causing a Denial of Service attack). It could also result in the disclosure of private memory contents (such as private keys, or sensitive plaintext). Fixed in OpenSSL 1.1.1l (Affected 1.1.1-1.1.1k). Fixed in OpenSSL 1.0.2za (Affected 1.0.2-1.0.2y).","Siemens has released updates for several affected products and recommends to update to the latest versions. Siemens is preparing further updates and recommends countermeasures for products where updates are not, or not yet available.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-3712_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2024-47100,28/03/2025,open,CVE-2024-47100,Cross-Site Request Forgery (CSRF) Vulnerability in Siemens SIMATIC S7-1200 CPUs,7.1,High,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,The web interface of the affected devices is vulnerable to Cross-Site Request Forgery (CSRF) attacks. This could allow an unauthenticated attacker to change the CPU mode by tricking a legitimate and authenticated user with sufficient permissions on the target CPU to click on a malicious link.,Update to V4.7 or later version,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2024-47100_28/03/2025,CyberVision,28/03/2025,High,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2019-13945,28/03/2025,open,CVE-2019-13945,Hardware based manufacturing access on S7-1200,6.8,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,There is an access mode used during manufacturing of S7-1200 CPUs that allows additional diagnostic functionality.The security vulnerability could be exploited by an attacker with physical access to the UART interface during boot process.At the time of advisory publication no public exploitation of this security vulnerability was known.,"Siemens has identified the following specific workarounds and mitigations that customers can apply to reduce the risk:

•  Ensure physical access protection",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2019-13945_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-2680,28/03/2025,open,CVE-2017-2680,Multiple Denial of Service Vulnerabilities on Siemens devices using the PROFINET Discovery and Configuration Protocol,6.5,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"Multiple Denial of Service vulnerabilities could cause the targeted device to enter a denial-of-service condition, which may require human interaction to recover the system.",Siemens provides firmware updates fixing the vulnerabilities.,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2017-2680_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-30694,28/03/2025,open,CVE-2022-30694,Missing CSRF Protection in the Web Server Login Page of Siemens Industrial Controllers,6.5,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,The login endpoint /FormLogin in affected web services does not apply proper origin checking. This could allow authenticated remote attackers to track the activities of other users via a login cross-site request forgery attack.,Update to v3.2.19 where possible (see the Siemens advisory for more information),9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2022-30694_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-4304,28/03/2025,open,CVE-2022-4304,Inadequate Encryption Strength Vulnerability in Siemens SCALANCE W1750D Devices,5.9,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"A timing based side channel exists in the OpenSSL RSA Decryption implementation which could be sufficient to recover a plaintext across a network in a Bleichenbacher style attack. To achieve a successful decryption an attacker would have to be able to send a very large number of trial messages for decryption. The vulnerability affects all RSA padding modes: PKCS#1 v1.5, RSA-OEAP and RSASVE. For example, in a TLS connection, RSA is commonly used by a client to send an encrypted pre-master secret to the server. An attacker that had observed a genuine connection between a client and a server could use this flaw to send trial messages to the server and record the time taken to
process them. After a sufficiently large number of messages the attacker could recover the pre-master
secret used for the original connection and thus be able to decrypt the application data sent over that
connection.",Refer to the associated Siemens advisory for more information,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2022-4304_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2019-10929,28/03/2025,open,CVE-2019-10929,Vulnerabilities in SIMATIC S7-1200 and SIMATIC S7-1500 CPU families,5.9,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"A vulnerability has been identified in SIMATIC ET 200SP Open Controller CPU 1515SP PC (All versions), SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (All versions), SIMATIC S7-1200 CPU family (All versions >= V4.0), SIMATIC S7-1500 CPU family (All versions), SIMATIC S7-1500 Software Controller (All versions), SIMATIC S7-PLCSIM Advanced (All versions). An attacker in a Man-in-the-Middle position could potentially modify network traffic exchanged on port 102/tcp, due to certain properties in the calculation used for integrity protection. In order to exploit the vulnerability, an attacker must be able to perform a Man-in-the-Middle attack. The vulnerability could impact the integrity of the communication. No public exploitation of the vulnerability was known at the time of advisory publication.","Siemens has identified the following specific workarounds and mitigations that customers can apply to reduce the risk:

•All affected devices contain a feature called “Access Protection” which prohibits unauthorized modifications of user code.  Siemens recommends using access protection to protect affected devices from unauthorized modifications.

Siemens has published fixes for the following products : 
SIMATIC   ET   200SP   Open   Controller   CPU1515SP PC2 : Update to V20.8. Fixes for CVE-2019-10929 are included in the update to version V20.8. 
SIMATIC S7-1200 CPU family  : Update  to  version  V4.4.   Fixes  for  CVE-2019-10929  are  included  in  the  update  to  versionV4.4.

SIMATIC  S7-1500  CPU  family : Update to V2.8.1. Fixes for CVE-2019-10929 are included in the update to version V2.8.1.",9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2019-10929_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2021-44694,28/03/2025,open,CVE-2021-44694,Improper Input Validation Vulnerability in Siemens industrial products,5.5,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"Affected devices don’t process correctly certain special crafted packets sent to port 102/tcp, which could allow an attacker to cause a denial-of-service in the device.",Please refer to the associated Siemens advisory for specific measures for your device,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2021-44694_28/03/2025,CyberVision,28/03/2025,Medium,82,None
192.168.1.6,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2020-28397,28/03/2025,open,CVE-2020-28397,Incorrect Authorization Vulnerability in Siemens SIMATIC and TIM,5.3,Medium,None,None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a,plcxb1d0ed,192.168.1.6,"['e0:dc:a0:49:49:76', '10:f9:20:8b:0b:1a', '34:ed:1b:52:95:00', 'f8:b7:e2:b4:ba:23']",None,"IO Module,Controller",None,None,"The affected products are vulnerable to an incorrect authorization check, allowing an attacker to extract information about access protected PLC program variables when simultaneously reading multiple attributes.",None,9d62b84b-cc6f-49b9-bd41-b4c50a17f23a_CVE-2020-28397_28/03/2025,CyberVision,28/03/2025,Medium,82,None
